"date","state","city","address","num_killed","num_injured","lat","long","num_casualties"
"April 20, 2018","California","San Francisco","3rd Street and Quesada Ave",1,5,37.7749295,-122.4194155,6
"April 18, 2018","North Carolina","Asheville","73 Hansel Ave",4,3,35.5950581,-82.5514869,7
"April 15, 2018","Louisiana","Shreveport","6956 Jewella Ave",0,6,32.5251516,-93.7501789,6
"April 9, 2018","California","Vallejo","201 Maine St",0,4,38.1040864,-122.2566367,4
"April 8, 2018","North Carolina","Hickory","247 1st Ave NW",1,3,35.7344538,-81.3444573,4
"April 8, 2018","Florida","Miami","1300 block of NW 63rd Terrace",2,2,25.7616798,-80.1917902,4
"April 6, 2018","Florida","Jacksonville","6100 block of Transylvania Ave",0,4,30.3321838,-81.655651,4
"April 6, 2018","Virginia","Virginia Beach","5800 block of Pickering St",1,3,36.8529263,-75.977985,4
"April 4, 2018","Louisiana","New Orleans","3300 Garden Oaks Drive",2,2,29.9510658,-90.0715323,4
"April 2, 2018","Texas","Houston","8500 block of Redcliff Rd",1,3,29.7604267,-95.3698028,4
"April 1, 2018","Alabama","Mobile","3556 Halls Mill Rd",1,4,30.6953657,-88.0398912,5
"April 1, 2018","Michigan","Saginaw","600 block of Yale St",0,5,43.4194699,-83.9508068,5
"March 31, 2018","New Jersey","Asbury Park","Atlantic Ave and Monmouth Ave",0,5,40.2203907,-74.0120817,5
"March 29, 2018","Texas","Plano","7401 Alma Dr",1,3,33.0198431,-96.6988856,4
"March 29, 2018","New Jersey","Camden","Kaighn Ave and Haddon Ave",0,4,39.9259463,-75.1196199,4
"March 24, 2018","Utah","Salt Lake City (West Valley City)","3180 South 5600 West",0,4,40.6916132,-112.0010501,4
"March 21, 2018","California","San Francisco","949 Geneva Ave",1,5,37.7749295,-122.4194155,6
"March 17, 2018","Kentucky","Louisville","2928 W Kentucky St",0,7,38.2526647,-85.7584557,7
"March 17, 2018","Illinois","Harvey","16700 S Halsted St",0,4,41.6100344,-87.6467131,4
"March 13, 2018","Florida","Macclenny","South Blvd",0,4,30.2821807,-82.1220569,4
"March 12, 2018","California","Modesto","2000 block of Robertson Rd",0,4,37.6390972,-120.9968782,4
"March 11, 2018","Illinois","Champaign","700 block of N Hickory St",1,3,40.1164204,-88.2433829,4
"March 11, 2018","Michigan","Saginaw","Cumberland Ave and Hess St",0,5,43.4194699,-83.9508068,5
"March 11, 2018","Indiana","South Bend","800 block of E Dayton St",0,6,41.6763545,-86.2519898,6
"March 9, 2018","North Carolina","Wadesboro","1300 E Caswell St",3,1,34.9682097,-80.0767266,4
"March 7, 2018","Alabama","Hurtsboro","531 Main Street",2,2,32.2418146,-85.4163327,4
"March 4, 2018","Illinois","Rockford","400 Howard Ave",1,4,42.2711311,-89.0939952,5
"March 3, 2018","Florida","Miami","1300 Block of NW 62nd Ln",0,4,25.7616798,-80.1917902,4
"March 3, 2018","New York","Brooklyn","Kings Highway and Utica Avenue",1,3,40.6781784,-73.9441579,4
"February 27, 2018","Connecticut","Bridgeport","1306 Stratford Ave",0,4,41.1792258,-73.1894384,4
"February 26, 2018","Michigan","Detroit","22000 block of Fenkell Ave",5,0,42.331427,-83.0457538,5
"February 23, 2018","Florida","Palm Beach Gardens (Riviera Beach)","W 23rd St",1,3,26.7753405,-80.0580969,4
"February 18, 2018","Texas","San Antonio","2893 Cinema Ridge",0,5,29.4241219,-98.4936282,5
"February 17, 2018","Kansas","Kansas City","1615 Minnesota",1,7,39.1155314,-94.6267873,8
"February 17, 2018","Tennessee","Memphis","3188 N Watkins Ave",0,5,35.1495343,-90.0489801,5
"February 16, 2018","Oklahoma","Oklahoma City","1700 block of SW 15",1,3,35.4675602,-97.5164276,4
"February 14, 2018","Florida","Pompano Beach (Parkland)","5901 Pine Island Rd",17,17,26.3107774,-80.2532249,34
"February 13, 2018","Louisiana","New Orleans","5400 block of Andry Street",3,3,29.9510658,-90.0715323,6
"February 11, 2018","Michigan","Detroit","19432 Lamont Street",4,3,42.331427,-83.0457538,7
"February 10, 2018","Kentucky","Paintsville","413 Mill Street",5,0,37.8145384,-82.8071054,5
"February 7, 2018","Florida","Lake Worth (Lantana)","I-95 and Lantana Ave",3,3,26.5867358,-80.0519859,6
"February 5, 2018","Colorado","Colorado Springs","4225 Galley Rd",2,4,38.8338816,-104.8213634,6
"February 3, 2018","Ohio","Cleveland (Garfield Heights)","11321 Broadway Ave",1,5,41.4169974,-81.6059581,6
"January 31, 2018","Missouri","Saint Louis","Goodfellow Blvd and Dr Martin Luther King Dr",0,4,38.6270025,-90.1994042,4
"January 28, 2018","Pennsylvania","Melcroft","1301 Indian Creek Valley Rd",5,0,40.0520182,-79.3892016,5
"January 28, 2018","Pennsylvania","Reading","123 S 3rd St",4,0,40.3356483,-75.9268747,4
"January 28, 2018","Indiana","Indianapolis","1313 N Sherman Dr",2,3,39.768403,-86.158068,5
"January 27, 2018","California","Los Angeles","243 East 119th St",0,5,34.0522342,-118.2436849,5
"January 27, 2018","Kentucky","Bowling Green","645 Pearl Street",0,4,36.9685219,-86.4808043,4
"January 25, 2018","District of Columbia","Washington","1600 block of Kenilworth Ave NE",0,4,38.9071923,-77.0368707,4
"January 23, 2018","Pennsylvania","Philadelphia","N 24th St and Ridge Ave",0,4,39.9525839,-75.1652215,4
"January 23, 2018","Kentucky","Benton","416 High School Rd",2,14,36.8572781,-88.350315,16
"January 21, 2018","Florida","Orlando","3101 Willow Bend Blvd",0,4,28.5383355,-81.3792365,4
"January 21, 2018","Illinois","Chicago","3200 W Division St",0,4,41.8781136,-87.6297982,4
"January 17, 2018","District of Columbia","Washington","2000 block of 16th St SE",1,3,38.9071923,-77.0368707,4
"January 15, 2018","Florida","Alachua","14223 NW 156th Pl",0,5,29.7938144,-82.4944226,5
"January 14, 2018","Alabama","Eutaw","809 Mesopotamia St",1,4,32.8406848,-87.8875145,5
"January 14, 2018","Alabama","Madison","101 Westchester Dr",0,4,34.6992579,-86.7483318,4
"January 12, 2018","Tennessee","Nashville","2614 Jenkins Ct",3,2,36.1626638,-86.7816016,5
"January 11, 2018","Missouri","Saint Robert (St Robert)","St Robert Outer Road and Houston Road",2,2,37.8280961,-92.1776664,4
"January 7, 2018","Alabama","Union Springs","U.S. Highway 29",1,5,32.144316,-85.7149495,6
"January 7, 2018","Florida","Plantation","5225 W Broward Blvd",0,4,26.1275862,-80.2331036,4
"January 5, 2018","Mississippi","Hattiesburg","6168 US 49",0,6,31.3271189,-89.2903392,6
"January 4, 2018","Arkansas","Brinkley","615 W 6th St",1,3,34.8878719,-91.1945688,4
"January 1, 2018","Alabama","Huntsville","2025 Sparkman Dr NW",1,3,34.7303688,-86.5861037,4
